DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Sep1955,1.69949,1.82323,1.40552,1.26326,0.89864,0.56452,0.10651,0.22955,0.33928,0.30653,0.07081,-0.01378,0.12419,0.27576,0.38465,0.42026,0.55969,0.56272,0.29854,0.13665,-0.00596,-0.11024,-0.22008,-0.28149,-0.41419,-0.5207,-0.7012,-0.63335,-0.64278,-0.59525,-0.85859,-1.02565,-1.15384,-1.35146,-1.4901,-1.57683,-1.59083,-1.51153,-1.36528,-1.50975,-1.27276,-0.81284,-0.80127,-0.80391,-0.94817,-0.56782,-0.35877,-0.23974
Oct1955,-0.74136,0.85614,1.44369,1.03464,0.93118,0.62893,0.34684,-0.1049,0.01889,0.14267,0.12381,-0.07648,-0.16165,-0.03204,0.11258,0.21941,0.25485,0.40316,0.41744,0.14303,-0.01276,-0.14508,-0.24352,-0.33729,-0.39228,-0.52173,-0.625,-0.78859,-0.73025,-0.74012,-0.69312,-0.92885,-1.08646,-1.20223,-1.38643,-1.5167,-1.59711,-1.6052,-1.53594,-1.39485,-1.52646,-1.30787,-0.88376,-0.86977,-0.87374,-1.00844,-0.65237,-0.4465
Nov1955,-0.13512,-0.49811,0.48548,1.0232,0.7472,0.68951,0.45289,0.21393,-0.16823,-0.08045,0.0097,-0.04967,-0.23492,-0.32366,-0.20302,-0.06946,0.04341,0.07738,0.23069,0.25793,0.00062,-0.15296,-0.28576,-0.36921,-0.44177,-0.4921,-0.61379,-0.71027,-0.86473,-0.8154,-0.82461,-0.78105,-0.99654,-1.14813,-1.26041,-1.43907,-1.57143,-1.64847,-1.65908,-1.58751,-1.44954,-1.56436,-1.36624,-0.97758,-0.96002,-0.96436,-1.08824,-0.75653
Dec1955,1.16923,0.59609,0.23254,0.76586,1.15886,0.9497,0.90491,0.69795,0.47916,0.13771,0.22233,0.28901,0.2095,-0.01208,-0.10908,0.00644,0.13037,0.22067,0.24826,0.37925,0.38941,0.15319,0.00927,-0.11228,-0.17535,-0.25067,-0.29719,-0.41779,-0.50318,-0.65887,-0.60937,-0.61544,-0.58092,-0.80274,-0.95098,-1.07424,-1.23988,-1.38221,-1.46164,-1.4754,-1.39181,-1.2676,-1.38805,-1.18464,-0.80906,-0.79422,-0.80126,-0.93134
Jan1956,1.4412,1.46595,0.93566,0.62545,1.04838,1.37889,1.21277,1.16653,0.96736,0.78059,0.46644,0.54611,0.59992,0.51172,0.26204,0.15866,0.26898,0.38251,0.46063,0.48523,0.60705,0.60104,0.36684,0.23302,0.11062,0.04772,-0.03755,-0.08721,-0.2052,-0.28447,-0.44283,-0.38854,-0.38776,-0.35954,-0.59161,-0.73668,-0.86973,-1.02687,-1.17558,-1.26045,-1.27774,-1.18124,-1.0702,-1.19705,-0.98688,-0.62016,-0.61018,-0.62034
Feb1956,0.68138,1.18322,1.29149,0.88757,0.63216,1.00365,1.31726,1.16359,1.12527,0.94958,0.79012,0.52055,0.59763,0.64422,0.55822,0.31856,0.21466,0.31736,0.41401,0.486,0.50781,0.61925,0.61338,0.39067,0.26222,0.14257,0.07875,-0.00775,-0.05617,-0.17377,-0.25266,-0.41179,-0.35767,-0.35885,-0.33855,-0.56813,-0.7068,-0.83669,-0.98519,-1.13116,-1.21488,-1.22951,-1.13042,-1.02714,-1.15102,-0.94583,-0.59467,-0.58184
Mar1956,0.21312,0.39327,0.93565,1.1558,0.81317,0.59525,0.96069,1.30075,1.15763,1.1318,0.9565,0.82719,0.57489,0.64937,0.6847,0.60637,0.37357,0.26612,0.36852,0.46705,0.53637,0.55086,0.653,0.64438,0.43117,0.29951,0.17583,0.10703,0.01568,-0.03708,-0.15535,-0.22765,-0.38287,-0.32974,-0.32585,-0.30843,-0.53845,-0.6766,-0.80957,-0.9595,-1.10345,-1.18908,-1.20419,-1.09781,-0.99467,-1.1196,-0.9228,-0.57143
Apr1956,-0.09355,-0.04736,0.12817,0.61496,0.90171,0.64105,0.47938,0.86195,1.21417,1.08009,1.06966,0.90443,0.78407,0.54222,0.6177,0.64845,0.5821,0.35468,0.24668,0.34167,0.44372,0.51267,0.52557,0.63337,0.62547,0.41265,0.2792,0.15289,0.10381,0.00794,-0.04828,-0.16862,-0.24801,-0.40958,-0.35903,-0.34658,-0.33205,-0.55885,-0.69465,-0.82679,-0.98117,-1.1264,-1.21232,-1.22964,-1.12036,-1.00892,-1.13883,-0.93313
May1956,-0.19943,-0.21102,-0.17091,-0.0429,0.42982,0.76544,0.54534,0.40309,0.79242,1.1637,1.027,1.01364,0.86918,0.73148,0.48614,0.54588,0.5718,0.51565,0.29148,0.18609,0.2896,0.3959,0.46823,0.48403,0.59031,0.58341,0.36688,0.23745,0.10982,0.06056,-0.03527,-0.08838,-0.2107,-0.29156,-0.4557,-0.40768,-0.39281,-0.37411,-0.60826,-0.74634,-0.88274,-1.03721,-1.17807,-1.26573,-1.28013,-1.16994,-1.05504,-1.1838
Jun1956,-0.29782,-0.29826,-0.31734,-0.30034,-0.1758,0.33694,0.68105,0.48829,0.36798,0.76722,1.14495,1.00439,0.99138,0.84962,0.71184,0.45665,0.51808,0.5429,0.4863,0.26512,0.15685,0.26499,0.3675,0.44032,0.4606,0.57312,0.5665,0.34395,0.21307,0.08369,0.03101,-0.07009,-0.12444,-0.24752,-0.33036,-0.4916,-0.44469,-0.42813,-0.40869,-0.64271,-0.77925,-0.91387,-1.06583,-1.20392,-1.291,-1.30598,-1.1994,-1.08259
Jul1956,0.85728,0.47475,0.25085,0.03244,-0.01916,0.0855,0.53271,0.8154,0.61251,0.50092,0.86674,1.20747,1.08406,1.0743,0.93648,0.82006,0.58414,0.64492,0.66277,0.61735,0.38922,0.28092,0.3774,0.46954,0.53711,0.55769,0.67601,0.66994,0.45199,0.31865,0.19187,0.14389,0.033,-0.0249,-0.14752,-0.22818,-0.39196,-0.34587,-0.3308,-0.31275,-0.54637,-0.67835,-0.81734,-0.9701,-1.10821,-1.20241,-1.22348,-1.10963
Aug1956,1.12067,1.20958,0.95206,0.69712,0.40517,0.34095,0.40115,0.82962,1.03848,0.80153,0.6916,1.02274,1.33739,1.23044,1.23142,1.09159,0.98104,0.75733,0.81877,0.83413,0.81131,0.58022,0.47802,0.57002,0.65041,0.71269,0.73041,0.8431,0.83611,0.62957,0.50329,0.38107,0.33967,0.22249,0.16189,0.04136,-0.03678,-0.20708,-0.15905,-0.14741,-0.13676,-0.37836,-0.51461,-0.66347,-0.82885,-0.97682,-1.07611,-1.09637
Sep1956,0.07005,0.76119,0.88718,0.73771,0.57462,0.35554,0.29676,0.34802,0.74454,0.95267,0.7474,0.64925,0.96711,1.27136,1.17629,1.1814,1.03861,0.94453,0.73509,0.79755,0.8172,0.79262,0.57484,0.4774,0.56984,0.6529,0.71371,0.72884,0.84504,0.83558,0.63692,0.51086,0.38887,0.35325,0.23784,0.17558,0.05767,-0.02159,-0.19554,-0.15034,-0.1456,-0.13978,-0.37998,-0.51415,-0.66088,-0.82865,-0.97235,-1.06844
Oct1956,-0.09656,-0.11922,0.57918,0.72489,0.6098,0.50488,0.30256,0.22836,0.28669,0.6871,0.90306,0.70301,0.60407,0.91759,1.2227,1.11556,1.11796,0.97478,0.88355,0.66228,0.7282,0.75301,0.72749,0.51504,0.42287,0.51121,0.59412,0.66092,0.68353,0.79464,0.7813,0.58903,0.46576,0.34483,0.30991,0.19731,0.13711,0.02018,-0.05656,-0.22458,-0.1822,-0.17724,-0.17285,-0.40323,-0.53519,-0.6754,-0.8352,-0.96777
Nov1956,-0.63672,-0.42565,-0.40129,0.20294,0.36974,0.29835,0.22512,0.06738,0.00764,0.03693,0.37401,0.58992,0.44826,0.35219,0.68074,1.02374,0.90409,0.90878,0.75981,0.68059,0.45331,0.5199,0.54443,0.52217,0.32882,0.23641,0.32676,0.41579,0.49104,0.51684,0.63268,0.61599,0.41945,0.29708,0.17219,0.13204,0.02813,-0.02788,-0.14476,-0.22974,-0.39185,-0.35231,-0.34738,-0.34482,-0.56546,-0.69549,-0.82751,-0.97541
Dec1956,0.33996,-0.29146,-0.24906,-0.28226,0.18048,0.335,0.28074,0.21473,0.09545,0.04653,0.07782,0.37158,0.56188,0.42631,0.32459,0.63568,0.95893,0.84159,0.84291,0.69919,0.62512,0.41083,0.47548,0.50158,0.49408,0.31457,0.23062,0.30889,0.39433,0.46506,0.49204,0.60559,0.58765,0.40337,0.28857,0.17178,0.13454,0.03768,-0.01776,-0.12942,-0.20982,-0.36997,-0.33195,-0.32705,-0.33371,-0.54251,-0.66861,-0.79863
Jan1957,0.61141,0.34524,-0.13882,-0.13627,-0.16028,0.237,0.38532,0.33912,0.24263,0.16696,0.12038,0.15141,0.43493,0.62218,0.48248,0.38002,0.69101,1.00214,0.88226,0.88259,0.74518,0.67094,0.4531,0.51794,0.54129,0.53298,0.35872,0.2738,0.3536,0.44227,0.51171,0.54067,0.65777,0.63387,0.45055,0.33832,0.22115,0.18332,0.08922,0.03535,-0.07896,-0.15909,-0.31951,-0.28091,-0.27725,-0.28706,-0.49461,-0.62175
Feb1957,-0.40626,0.04505,-0.02549,-0.31431,-0.28559,-0.29461,0.081,0.24627,0.2106,0.12865,0.06855,0.03839,0.07935,0.33722,0.49575,0.3849,0.28538,0.58651,0.89001,0.77223,0.77175,0.63628,0.57052,0.35921,0.42195,0.44385,0.43132,0.2654,0.18384,0.26008,0.34535,0.41425,0.44522,0.56508,0.53769,0.35146,0.23787,0.11941,0.07648,-0.01134,-0.06348,-0.17346,-0.24785,-0.40064,-0.36268,-0.36071,-0.3719,-0.56651
Mar1957,0.04416,-0.27684,-0.05659,-0.0832,-0.31925,-0.29708,-0.29884,0.06601,0.23704,0.20428,0.11861,0.09269,0.06992,0.11926,0.36339,0.51542,0.40676,0.30412,0.59576,0.8899,0.78197,0.77627,0.64478,0.57991,0.37613,0.42942,0.44535,0.42788,0.26122,0.17657,0.24989,0.33895,0.40809,0.43472,0.55378,0.5287,0.34898,0.23822,0.11897,0.07449,-0.00715,-0.05601,-0.16423,-0.24157,-0.39639,-0.35984,-0.36917,-0.37443
Apr1957,-0.29657,-0.2853,-0.47172,-0.35937,-0.29308,-0.47081,-0.43875,-0.42987,-0.06198,0.12395,0.09838,0.02893,0.00261,-0.01136,0.03374,0.27847,0.44349,0.34199,0.2387,0.52398,0.82496,0.71863,0.71163,0.58721,0.52416,0.31932,0.37061,0.3846,0.38575,0.21557,0.12741,0.19954,0.28555,0.35038,0.37355,0.49916,0.47002,0.2912,0.18244,0.06913,0.02685,-0.05446,-0.1011,-0.20486,-0.27914,-0.43082,-0.39083,-0.3935
May1957,1.55045,0.74741,0.59032,0.33827,0.35891,0.36872,0.09877,0.10371,0.11284,0.45114,0.56762,0.53159,0.48133,0.40082,0.37652,0.39628,0.60277,0.76304,0.63138,0.53184,0.79446,1.05439,0.95526,0.94877,0.83435,0.76504,0.57093,0.62751,0.64479,0.65135,0.47073,0.38554,0.45357,0.53854,0.59863,0.62283,0.74459,0.71492,0.54109,0.43695,0.33256,0.2833,0.18905,0.14087,0.03136,-0.04212,-0.20167,-0.1605
Jun1957,1.46765,1.85148,1.06954,0.91645,0.63152,0.66108,0.6148,0.32985,0.33773,0.3511,0.66169,0.75178,0.71829,0.67127,0.5777,0.54457,0.56292,0.75529,0.91293,0.76815,0.66704,0.91888,1.15795,1.06184,1.05795,0.9525,0.88136,0.68929,0.74657,0.76547,0.77158,0.5817,0.49454,0.56116,0.6461,0.70754,0.7325,0.84803,0.81971,0.65056,0.54656,0.44601,0.39627,0.29659,0.2476,0.138,0.0664,-0.0921
Jul1957,-0.56812,0.2993,1.31417,0.72234,0.56043,0.34014,0.39981,0.39937,0.17054,0.18754,0.21008,0.51703,0.62328,0.59309,0.53982,0.48025,0.44495,0.46863,0.65691,0.81616,0.68293,0.58119,0.83394,1.08233,0.98495,0.98334,0.88428,0.8202,0.62438,0.67603,0.69557,0.7036,0.51225,0.42286,0.49115,0.57731,0.63876,0.65959,0.77851,0.75025,0.57756,0.47097,0.37209,0.31929,0.2287,0.18406,0.07427,0.00138
Aug1957,-1.03016,-1.05061,-0.41971,0.56737,0.20123,0.08546,-0.12548,-0.02474,0.02273,-0.1327,-0.09815,-0.08466,0.24799,0.37168,0.35231,0.29266,0.26922,0.23103,0.26393,0.46558,0.64382,0.52596,0.42766,0.69551,0.95913,0.86456,0.86434,0.76644,0.70765,0.50378,0.55388,0.5696,0.58011,0.3929,0.3006,0.37637,0.46476,0.53066,0.54846,0.66851,0.64068,0.46743,0.35916,0.25544,0.19003,0.10725,0.0634,-0.04967
Sep1957,-1.66096,-1.50857,-1.37061,-0.87381,-0.08718,-0.27808,-0.34442,-0.51339,-0.4139,-0.33082,-0.42441,-0.3913,-0.3837,-0.05852,0.08518,0.06638,0.00107,0.00134,-0.01879,0.02131,0.23657,0.41217,0.31265,0.21676,0.50093,0.78845,0.693,0.69098,0.59552,0.53267,0.32773,0.37522,0.38709,0.39866,0.21796,0.12317,0.20356,0.2913,0.35768,0.37092,0.49179,0.45974,0.28346,0.17256,0.06107,-0.01206,-0.08668,-0.12591
Oct1957,-1.57074,-1.87767,-1.8694,-1.64667,-1.22893,-0.54002,-0.65146,-0.6983,-0.83503,-0.73732,-0.6513,-0.70632,-0.68298,-0.68257,-0.37786,-0.2223,-0.24226,-0.29681,-0.28324,-0.29317,-0.24949,-0.02644,0.15045,0.07107,-0.01857,0.26916,0.57673,0.48307,0.48793,0.37866,0.31119,0.11563,0.16511,0.17711,0.18618,0.01279,-0.07929,0.00088,0.08671,0.15581,0.16629,0.29085,0.26264,0.08644,-0.02858,-0.14004,-0.211,-0.27157
Nov1957,-0.30108,-1.2734,-2.06018,-2.03205,-1.78364,-1.31396,-0.62534,-0.70739,-0.73215,-0.86554,-0.80173,-0.7768,-0.83617,-0.82571,-0.81977,-0.5545,-0.40151,-0.42129,-0.46692,-0.44522,-0.43756,-0.40115,-0.19788,-0.01817,-0.07399,-0.15998,0.12123,0.43441,0.3431,0.34965,0.23535,0.16249,-0.02765,0.0276,0.0392,0.04426,-0.1222,-0.20948,-0.12738,-0.0475,0.02475,0.03162,0.15969,0.13152,-0.0456,-0.16711,-0.28126,-0.35234
Dec1957,-0.03084,-0.33508,-0.99177,-1.61475,-1.76171,-1.66785,-1.28886,-0.66015,-0.7066,-0.72163,-0.84831,-0.79399,-0.78819,-0.85642,-0.84704,-0.83208,-0.57949,-0.43862,-0.45785,-0.50122,-0.4865,-0.47592,-0.44712,-0.2506,-0.06672,-0.11366,-0.19111,0.06854,0.36944,0.27975,0.28765,0.1784,0.10719,-0.07001,-0.01379,0.00028,0.00639,-0.14951,-0.2347,-0.15577,-0.07929,-0.01316,-0.00658,0.11719,0.08121,-0.08467,-0.20035,-0.30977
Jan1958,0.5907,0.10094,-0.17934,-0.70029,-1.26099,-1.4819,-1.48461,-1.14765,-0.58163,-0.63301,-0.66017,-0.78025,-0.72621,-0.73564,-0.78656,-0.77846,-0.76639,-0.51107,-0.3709,-0.38877,-0.42872,-0.42216,-0.41731,-0.38583,-0.19701,-0.01996,-0.06791,-0.14656,0.11212,0.41475,0.3237,0.33369,0.22943,0.15563,-0.02169,0.03697,0.04905,0.05466,-0.09702,-0.18035,-0.10746,-0.03383,0.02878,0.03704,0.15786,0.12076,-0.0426,-0.15696
Feb1958,1.37064,1.12725,0.70998,0.37339,-0.08788,-0.58151,-0.88247,-0.97797,-0.66814,-0.14932,-0.24715,-0.30057,-0.42487,-0.38455,-0.42965,-0.51491,-0.51356,-0.50366,-0.25421,-0.13433,-0.15127,-0.19852,-0.19907,-0.2102,-0.18272,-0.00695,0.16088,0.10297,0.02577,0.26934,0.55477,0.46512,0.47862,0.37793,0.29667,0.11911,0.17922,0.19196,0.19408,0.0426,-0.04003,0.03371,0.11149,0.1722,0.18222,0.29748,0.25753,0.09706
Mar1958,0.23521,0.95905,0.89245,0.62516,0.34416,-0.05741,-0.49158,-0.79996,-0.90616,-0.61228,-0.10311,-0.17737,-0.22671,-0.34395,-0.30382,-0.34357,-0.43812,-0.4432,-0.43395,-0.18092,-0.06317,-0.08549,-0.13452,-0.1425,-0.15617,-0.13312,0.03218,0.19128,0.12842,0.04748,0.28608,0.57121,0.48387,0.49341,0.3973,0.31859,0.14649,0.20698,0.21731,0.21708,0.07197,-0.0069,0.06562,0.13672,0.19006,0.1997,0.30468,0.26636
Apr1958,-1.03062,-0.68414,0.02551,0.07332,-0.02833,-0.16687,-0.50307,-0.91835,-1.25667,-1.32757,-1.02897,-0.45382,-0.51532,-0.53665,-0.66488,-0.60999,-0.61283,-0.6994,-0.69978,-0.68931,-0.43562,-0.30009,-0.32188,-0.37118,-0.37312,-0.36874,-0.34354,-0.17472,0.00622,-0.05247,-0.13666,0.10567,0.39605,0.30129,0.3063,0.21395,0.13179,-0.03823,0.02412,0.0393,0.04086,-0.10049,-0.17672,-0.09814,-0.02246,0.03602,0.04776,0.16129
May1958,0.16413,-0.7072,-0.56022,0.01868,0.05452,-0.00896,-0.14758,-0.47135,-0.87762,-1.25149,-1.31187,-1.00117,-0.42652,-0.49537,-0.51506,-0.64354,-0.59249,-0.60002,-0.69488,-0.69386,-0.67736,-0.42251,-0.28721,-0.30597,-0.36243,-0.37152,-0.36694,-0.33804,-0.16674,0.01676,-0.04397,-0.12556,0.11807,0.4119,0.31519,0.31933,0.23288,0.15088,-0.02552,0.03877,0.05754,0.05225,-0.09439,-0.17172,-0.09715,-0.02161,0.03692,0.0488
Jun1958,1.07311,0.64563,-0.3477,-0.31563,0.21615,0.27342,0.17543,0.03437,-0.26502,-0.66164,-1.01563,-1.09972,-0.79665,-0.23577,-0.32473,-0.35958,-0.4962,-0.45134,-0.46861,-0.5708,-0.57319,-0.5549,-0.3026,-0.17882,-0.19585,-0.25117,-0.26598,-0.26921,-0.24135,-0.07261,0.10917,0.03706,-0.04663,0.19465,0.48852,0.39351,0.39814,0.31166,0.22932,0.05207,0.1164,0.13668,0.13146,-0.01916,-0.09746,-0.02302,0.05476,0.11584
Jul1958,0.34435,0.72441,0.65671,-0.20901,-0.22069,0.24938,0.30901,0.22574,0.08901,-0.18417,-0.53777,-0.84823,-0.95112,-0.6777,-0.1622,-0.23556,-0.27883,-0.4099,-0.37249,-0.39413,-0.50972,-0.51448,-0.49944,-0.25645,-0.13739,-0.15308,-0.19735,-0.21501,-0.22504,-0.20377,-0.03764,0.14647,0.06833,-0.01825,0.22403,0.51769,0.42108,0.42195,0.33073,0.25003,0.07572,0.1414,0.16599,0.15794,0.01389,-0.06117,0.0131,0.09021
Aug1958,0.26147,0.24216,0.57453,0.54426,-0.17193,-0.18811,0.20842,0.28486,0.20522,0.0862,-0.16039,-0.48926,-0.76318,-0.87708,-0.63244,-0.13795,-0.19728,-0.24363,-0.36811,-0.3325,-0.34469,-0.46882,-0.4735,-0.45284,-0.20989,-0.08939,-0.10814,-0.15136,-0.17211,-0.183,-0.16302,0.00452,0.19243,0.11428,0.02509,0.27468,0.56883,0.47483,0.47411,0.37582,0.29279,0.12225,0.19099,0.21767,0.19769,0.05364,-0.02112,0.05399
Sep1958,-0.51733,-0.11,-0.03536,0.25758,0.25929,-0.31463,-0.31851,0.03051,0.10978,0.06399,-0.01774,-0.24628,-0.5562,-0.81827,-0.93203,-0.69936,-0.22256,-0.27328,-0.31006,-0.42856,-0.39178,-0.40578,-0.5316,-0.53616,-0.51712,-0.27572,-0.15439,-0.17641,-0.21312,-0.24186,-0.24135,-0.22306,-0.05389,0.13851,0.06373,-0.02749,0.2254,0.51823,0.42179,0.41744,0.31252,0.22446,0.05556,0.12487,0.14788,0.12034,-0.02028,-0.09011
Oct1958,0.32442,-0.22017,-0.00183,0.03734,0.30383,0.34164,-0.22693,-0.26932,0.07774,0.15876,0.09627,0.01717,-0.20831,-0.50367,-0.73162,-0.8325,-0.61891,-0.18821,-0.23509,-0.28268,-0.39038,-0.35882,-0.37025,-0.48685,-0.4908,-0.47643,-0.25233,-0.13679,-0.15519,-0.19402,-0.224,-0.21867,-0.20173,-0.03973,0.14892,0.07398,-0.01417,0.23027,0.51852,0.42239,0.41743,0.31407,0.22847,0.06421,0.12721,0.15079,0.12354,-0.01021
Nov1958,-1.92262,-0.73956,-0.95051,-0.6203,-0.47895,-0.20395,-0.14766,-0.58938,-0.5831,-0.30897,-0.25048,-0.33021,-0.3732,-0.59151,-0.85525,-1.06704,-1.12526,-0.95002,-0.55712,-0.587,-0.597,-0.69785,-0.66929,-0.67078,-0.75738,-0.75766,-0.74619,-0.54126,-0.4245,-0.44637,-0.48801,-0.51558,-0.49659,-0.47738,-0.31777,-0.13718,-0.1989,-0.28132,-0.02894,0.26563,0.1658,0.15489,0.04998,-0.03657,-0.19903,-0.14105,-0.12313,-0.15197
Dec1958,0.67991,-0.56567,-0.25117,-0.50192,-0.35783,-0.29035,-0.06328,-0.01529,-0.41788,-0.42182,-0.15792,-0.11708,-0.2164,-0.28411,-0.49915,-0.73917,-0.91712,-0.98054,-0.81438,-0.46085,-0.4953,-0.51266,-0.61274,-0.58419,-0.574,-0.65702,-0.65618,-0.64847,-0.45449,-0.3515,-0.37039,-0.40846,-0.43743,-0.42312,-0.40149,-0.24707,-0.06961,-0.12907,-0.21055,0.03011,0.31036,0.21199,0.20219,0.10261,0.01,-0.14303,-0.0866,-0.06791
Jan1959,-0.19691,0.18754,-0.66929,-0.39314,-0.58646,-0.4555,-0.3826,-0.15585,-0.14331,-0.49196,-0.48879,-0.21803,-0.18079,-0.2891,-0.32792,-0.54102,-0.77786,-0.94852,-1.00203,-0.83806,-0.48894,-0.52823,-0.54216,-0.63569,-0.60868,-0.60386,-0.68589,-0.68637,-0.67763,-0.48964,-0.38597,-0.40389,-0.43803,-0.46407,-0.44941,-0.42495,-0.27331,-0.09918,-0.15347,-0.23253,0.00086,0.27506,0.17707,0.16868,0.06922,-0.02386,-0.17374,-0.11683
Feb1959,0.79312,0.31597,0.35463,-0.31269,-0.16196,-0.33713,-0.25799,-0.19402,0.00202,0.01564,-0.32357,-0.32719,-0.06394,-0.03534,-0.15975,-0.22096,-0.43599,-0.67111,-0.83284,-0.89066,-0.7299,-0.40108,-0.44085,-0.46189,-0.55597,-0.53433,-0.53042,-0.61595,-0.61885,-0.61274,-0.43222,-0.3397,-0.35489,-0.38958,-0.4221,-0.41443,-0.38942,-0.24269,-0.07522,-0.12789,-0.20563,0.02693,0.30133,0.20644,0.19938,0.09929,0.00328,-0.14172
Mar1959,0.32257,0.53981,0.28479,0.35937,-0.20816,-0.09308,-0.24513,-0.17318,-0.1112,0.07407,0.08095,-0.23183,-0.23241,0.04041,0.06352,-0.05368,-0.12618,-0.34816,-0.58761,-0.75859,-0.8273,-0.65745,-0.32138,-0.36921,-0.39558,-0.49229,-0.47947,-0.48052,-0.57255,-0.5801,-0.57409,-0.38881,-0.29483,-0.31023,-0.33909,-0.37463,-0.36919,-0.34297,-0.19979,-0.03514,-0.08321,-0.15778,0.07111,0.3332,0.23525,0.2284,0.12143,0.02971
Apr1959,-0.61913,-0.35362,-0.08643,-0.26799,-0.07387,-0.51143,-0.3753,-0.50646,-0.43109,-0.34259,-0.14562,-0.11653,-0.43611,-0.4166,-0.13948,-0.1137,-0.20857,-0.27612,-0.50193,-0.74554,-0.93161,-0.99137,-0.81409,-0.47224,-0.51865,-0.53044,-0.62656,-0.61281,-0.60026,-0.68751,-0.69486,-0.68877,-0.51266,-0.41929,-0.43902,-0.4611,-0.4953,-0.48308,-0.45486,-0.30594,-0.14064,-0.18656,-0.25859,-0.02365,0.24351,0.14797,0.14359,0.04596
May1959,0.66605,-0.08837,-0.01522,0.15135,-0.04255,0.14128,-0.30817,-0.18478,-0.30621,-0.21627,-0.15518,0.02199,0.06046,-0.27831,-0.26782,-0.01528,1e-05,-0.09113,-0.17418,-0.39586,-0.63032,-0.80774,-0.87589,-0.69843,-0.36673,-0.42241,-0.44171,-0.53774,-0.52635,-0.51249,-0.60524,-0.61029,-0.60628,-0.42442,-0.33458,-0.35599,-0.37379,-0.41052,-0.40513,-0.37463,-0.22106,-0.05613,-0.10782,-0.18132,0.05038,0.31692,0.21952,0.21579
Jun1959,-1.26649,-0.09967,-0.55718,-0.44983,-0.26584,-0.38123,-0.18391,-0.55538,-0.4162,-0.54528,-0.46576,-0.38363,-0.18839,-0.14697,-0.48531,-0.45938,-0.19536,-0.17116,-0.26154,-0.32958,-0.55156,-0.78508,-0.9701,-1.02715,-0.85289,-0.51681,-0.57305,-0.57829,-0.67385,-0.65658,-0.64802,-0.73659,-0.74041,-0.73516,-0.56276,-0.46797,-0.49145,-0.51013,-0.54196,-0.53352,-0.50386,-0.35029,-0.18533,-0.23266,-0.30618,-0.07079,0.2051,0.1103
Jul1959,-0.89759,-1.28276,-0.59959,-0.82373,-0.69806,-0.52754,-0.60523,-0.40647,-0.71473,-0.5979,-0.72454,-0.66601,-0.56861,-0.37801,-0.34338,-0.64985,-0.60902,-0.33792,-0.30872,-0.39498,-0.46226,-0.67972,-0.90991,-1.09551,-1.14178,-0.9751,-0.64232,-0.70193,-0.6969,-0.79258,-0.77306,-0.76556,-0.85028,-0.85532,-0.84629,-0.68208,-0.58376,-0.60886,-0.63327,-0.65717,-0.64322,-0.61163,-0.46059,-0.30081,-0.33642,-0.40794,-0.17183,0.10701
Aug1959,0.52451,-0.26891,-0.68169,-0.28011,-0.58735,-0.52672,-0.42284,-0.48414,-0.29995,-0.58705,-0.4725,-0.58601,-0.51844,-0.45169,-0.27474,-0.24159,-0.53108,-0.50007,-0.23994,-0.21532,-0.29034,-0.36962,-0.58998,-0.82109,-1.0109,-1.0706,-0.89878,-0.55625,-0.62417,-0.62405,-0.72609,-0.70834,-0.70269,-0.79521,-0.80056,-0.79279,-0.61751,-0.51442,-0.54058,-0.56792,-0.59741,-0.58167,-0.54593,-0.38669,-0.23026,-0.26591,-0.33793,-0.0959
Sep1959,0.59387,0.61497,0.04429,-0.31986,-0.05853,-0.39342,-0.36164,-0.27188,-0.33764,-0.16697,-0.43702,-0.32732,-0.42693,-0.3484,-0.299,-0.1325,-0.11123,-0.37996,-0.36574,-0.12004,-0.10126,-0.17588,-0.267,-0.48538,-0.71644,-0.91006,-0.98178,-0.80752,-0.45709,-0.53344,-0.53786,-0.64513,-0.63002,-0.61987,-0.72077,-0.72877,-0.71966,-0.53858,-0.43833,-0.46693,-0.49826,-0.53286,-0.51963,-0.48169,-0.32281,-0.17547,-0.2128,-0.27939
Oct1959,0.64363,0.71254,0.74051,0.22463,-0.10348,0.1553,-0.21764,-0.23362,-0.1435,-0.21031,-0.06285,-0.33038,-0.2267,-0.32051,-0.23806,-0.20169,-0.04647,-0.02882,-0.27569,-0.28183,-0.05611,-0.03928,-0.10766,-0.1954,-0.39768,-0.61323,-0.78417,-0.85768,-0.7033,-0.37594,-0.44864,-0.45595,-0.56082,-0.5512,-0.53638,-0.64051,-0.6496,-0.64132,-0.46439,-0.37079,-0.39911,-0.42758,-0.46782,-0.4555,-0.42248,-0.26973,-0.12761,-0.16135
